source_work_item_id,target_work_item_id,type,min_lag_d,typ_lag_d,max_lag_d,critical,note,policy_dep_type,constraint_id,window_id
HY-BARTLETT56-MOD_MS6,HY-BARTLETT56-MOD_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
HY-BARTLETT56-MOD_MS2,HY-BARTLETT56-MOD_MS7,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
HY-BARTLETT56-MOD_MS2,HY-BARTLETT56-MOD_MS7,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
HY-BARTLETT56-MOD_MS1,HY-BARTLETT56-MOD_MS3,FS,14,14,21,TRUE,policy_gate notice>=14d,POLICY_GATE,PLANT_GASTON_U2__security_restrictions_heavy_lifts,
HY-BARTLETT56-MOD_MS6,HY-BARTLETT56-MOD_MS6,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
HY-BARTLETT56-MOD_MS6,HY-BARTLETT56-MOD_MS6,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
HY-BARTLETT56-MOD_MS6,HY-BARTLETT56-MOD_MS6,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
HY-BARTLETT56-MOD_MS6,HY-BARTLETT56-MOD_MS6,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
HY-BARTLETT56-MOD_MS6,HY-BARTLETT56-MOD_MS6,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
HY-BARTLETT56-MOD_MS6,HY-BARTLETT56-MOD_MS6,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
MCI-NGC5_MS3,MCI-NGC5_MS3,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
MCI-NGC5_MS3,MCI-NGC5_MS3,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
MCI-NGC5_MS3,MCI-NGC5_MS3,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
MCI-NGC5_MS3,MCI-NGC5_MS3,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
MCI-NGC5_MS3,MCI-NGC5_MS3,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
MCI-NGC5_MS3,MCI-NGC5_MS3,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
MCI-NGC5_MS3,MCI-NGC5_MS3,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
MCI-NGC5_MS3,MCI-NGC5_MS3,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
MCI-NGC5_MS3,MCI-NGC5_MS3,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
MCI-NGCC-10-11-7FA05_MS2,MCI-NGCC-10-11-7FA05_MS7,FS,2,2,7,FALSE,policy_buffer +2d,POLICY_BUFFER,plant_gpc-bartletts-ferry-5-6_58bb51__general_env_review,
MCI-NGCC-10-11-7FA05_MS6,MCI-NGCC-10-11-7FA05_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
MCI-NGCC-10-11-7FA05_MS1,MCI-NGCC-10-11-7FA05_MS3,FS,30,30,37,TRUE,policy_gate notice>=30d,POLICY_GATE,PLANT_DAHLBERG_CT_135__pipeline_coordination_notice,
MCI-NGCC-10-11-7FA05_MS6,MCI-NGCC-10-11-7FA05_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
MCI-NGCC-10-11-7FA05_MS6,MCI-NGCC-10-11-7FA05_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
MCI-NGCC-10-11-7FA05_MS2,MCI-NGCC-10-11-7FA05_MS7,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
MCI-NGCC-10-11-7FA05_MS2,MCI-NGCC-10-11-7FA05_MS7,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
MCI-NGCC-10-11-7FA05_MS1,MCI-NGCC-10-11-7FA05_MS3,FS,14,14,21,TRUE,policy_gate notice>=14d,POLICY_GATE,PLANT_GASTON_U2__security_restrictions_heavy_lifts,
MCI-NGCC-10-11-7FA05_MS6,MCI-NGCC-10-11-7FA05_MS6,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
MCI-NGCC-10-11-7FA05_MS6,MCI-NGCC-10-11-7FA05_MS6,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
MCI-NGCC-10-11-7FA05_MS6,MCI-NGCC-10-11-7FA05_MS6,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
MCI-NGCC-10-11-7FA05_MS6,MCI-NGCC-10-11-7FA05_MS6,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
MCI-NGCC-10-11-7FA05_MS6,MCI-NGCC-10-11-7FA05_MS6,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
MCI-NGCC-10-11-7FA05_MS6,MCI-NGCC-10-11-7FA05_MS6,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
NU-UP-VOG1_MS2,NU-UP-VOG1_MS7,FS,2,2,7,FALSE,policy_buffer +2d,POLICY_BUFFER,plant_gpc-bartletts-ferry-5-6_58bb51__general_env_review,
NU-UP-VOG1_MS6,NU-UP-VOG1_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
NU-UP-VOG1_MS1,NU-UP-VOG1_MS3,FS,30,30,37,TRUE,policy_gate notice>=30d,POLICY_GATE,PLANT_DAHLBERG_CT_135__pipeline_coordination_notice,
NU-UP-VOG1_MS6,NU-UP-VOG1_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
NU-UP-VOG1_MS6,NU-UP-VOG1_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
NU-UP-VOG1_MS2,NU-UP-VOG1_MS7,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
NU-UP-VOG1_MS2,NU-UP-VOG1_MS7,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
NU-UP-VOG1_MS1,NU-UP-VOG1_MS3,FS,14,14,21,TRUE,policy_gate notice>=14d,POLICY_GATE,PLANT_GASTON_U2__security_restrictions_heavy_lifts,
NU-UP-VOG1_MS6,NU-UP-VOG1_MS6,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
NU-UP-VOG1_MS6,NU-UP-VOG1_MS6,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
NU-UP-VOG1_MS6,NU-UP-VOG1_MS6,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
NU-UP-VOG1_MS6,NU-UP-VOG1_MS6,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
NU-UP-VOG1_MS6,NU-UP-VOG1_MS6,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
NU-UP-VOG1_MS6,NU-UP-VOG1_MS6,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
NU-UP-VOG2_MS2,NU-UP-VOG2_MS7,FS,2,2,7,FALSE,policy_buffer +2d,POLICY_BUFFER,plant_gpc-bartletts-ferry-5-6_58bb51__general_env_review,
NU-UP-VOG2_MS6,NU-UP-VOG2_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
NU-UP-VOG2_MS1,NU-UP-VOG2_MS3,FS,30,30,37,TRUE,policy_gate notice>=30d,POLICY_GATE,PLANT_DAHLBERG_CT_135__pipeline_coordination_notice,
NU-UP-VOG2_MS6,NU-UP-VOG2_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
NU-UP-VOG2_MS6,NU-UP-VOG2_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
NU-UP-VOG2_MS2,NU-UP-VOG2_MS7,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
NU-UP-VOG2_MS2,NU-UP-VOG2_MS7,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
NU-UP-VOG2_MS1,NU-UP-VOG2_MS3,FS,14,14,21,TRUE,policy_gate notice>=14d,POLICY_GATE,PLANT_GASTON_U2__security_restrictions_heavy_lifts,
NU-UP-VOG2_MS6,NU-UP-VOG2_MS6,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
NU-UP-VOG2_MS6,NU-UP-VOG2_MS6,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
NU-UP-VOG2_MS6,NU-UP-VOG2_MS6,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
NU-UP-VOG2_MS6,NU-UP-VOG2_MS6,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
NU-UP-VOG2_MS6,NU-UP-VOG2_MS6,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
NU-UP-VOG2_MS6,NU-UP-VOG2_MS6,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
NU-UP-retire_MS3,NU-UP-retire_MS3,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
NU-UP-retire_MS3,NU-UP-retire_MS3,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
NU-UP-retire_MS3,NU-UP-retire_MS3,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
NU-UP-retire_MS3,NU-UP-retire_MS3,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
NU-UP-retire_MS3,NU-UP-retire_MS3,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
NU-UP-retire_MS3,NU-UP-retire_MS3,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
NU-UP-retire_MS3,NU-UP-retire_MS3,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
NU-UP-retire_MS3,NU-UP-retire_MS3,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
NU-UP-retire_MS3,NU-UP-retire_MS3,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
hydro_mod_sinclair_MS2,hydro_mod_sinclair_MS7,FS,2,2,7,FALSE,policy_buffer +2d,POLICY_BUFFER,plant_gpc-bartletts-ferry-5-6_58bb51__general_env_review,
hydro_mod_sinclair_MS6,hydro_mod_sinclair_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
hydro_mod_sinclair_MS1,hydro_mod_sinclair_MS3,FS,30,30,37,TRUE,policy_gate notice>=30d,POLICY_GATE,PLANT_DAHLBERG_CT_135__pipeline_coordination_notice,
hydro_mod_sinclair_MS6,hydro_mod_sinclair_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
hydro_mod_sinclair_MS6,hydro_mod_sinclair_MS6,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
hydro_mod_sinclair_MS2,hydro_mod_sinclair_MS7,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
hydro_mod_sinclair_MS2,hydro_mod_sinclair_MS7,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
hydro_mod_sinclair_MS1,hydro_mod_sinclair_MS3,FS,14,14,21,TRUE,policy_gate notice>=14d,POLICY_GATE,PLANT_GASTON_U2__security_restrictions_heavy_lifts,
hydro_mod_sinclair_MS6,hydro_mod_sinclair_MS6,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
hydro_mod_sinclair_MS6,hydro_mod_sinclair_MS6,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
hydro_mod_sinclair_MS6,hydro_mod_sinclair_MS6,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
hydro_mod_sinclair_MS6,hydro_mod_sinclair_MS6,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
hydro_mod_sinclair_MS6,hydro_mod_sinclair_MS6,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
hydro_mod_sinclair_MS6,hydro_mod_sinclair_MS6,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
MS_ppa_dahlberg_1_3_5_engineering,MS_ppa_dahlberg_1_3_5_commissioning,FS,2,2,7,FALSE,policy_buffer +2d,POLICY_BUFFER,plant_gpc-bartletts-ferry-5-6_58bb51__general_env_review,
MS_ppa_dahlberg_1_3_5_construction,MS_ppa_dahlberg_1_3_5_construction,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
MS_ppa_dahlberg_1_3_5_engineering,MS_ppa_dahlberg_1_3_5_procurement,FS,30,30,37,TRUE,policy_gate notice>=30d,POLICY_GATE,PLANT_DAHLBERG_CT_135__pipeline_coordination_notice,
MS_ppa_dahlberg_1_3_5_construction,MS_ppa_dahlberg_1_3_5_construction,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
MS_ppa_dahlberg_1_3_5_construction,MS_ppa_dahlberg_1_3_5_construction,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
MS_ppa_dahlberg_1_3_5_engineering,MS_ppa_dahlberg_1_3_5_commissioning,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
MS_ppa_dahlberg_1_3_5_engineering,MS_ppa_dahlberg_1_3_5_commissioning,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
MS_ppa_dahlberg_1_3_5_engineering,MS_ppa_dahlberg_1_3_5_procurement,FS,14,14,21,TRUE,policy_gate notice>=14d,POLICY_GATE,PLANT_GASTON_U2__security_restrictions_heavy_lifts,
MS_ppa_dahlberg_1_3_5_construction,MS_ppa_dahlberg_1_3_5_construction,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
MS_ppa_dahlberg_1_3_5_construction,MS_ppa_dahlberg_1_3_5_construction,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
MS_ppa_dahlberg_1_3_5_construction,MS_ppa_dahlberg_1_3_5_construction,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
MS_ppa_dahlberg_1_3_5_construction,MS_ppa_dahlberg_1_3_5_construction,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
MS_ppa_dahlberg_1_3_5_construction,MS_ppa_dahlberg_1_3_5_construction,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
MS_ppa_dahlberg_1_3_5_construction,MS_ppa_dahlberg_1_3_5_construction,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
MS_proj_009_engineering,MS_proj_009_commissioning,FS,2,2,7,FALSE,policy_buffer +2d,POLICY_BUFFER,plant_gpc-bartletts-ferry-5-6_58bb51__general_env_review,
MS_proj_009_construction,MS_proj_009_construction,FF,0,0,0,FALSE,policy_blackout window=plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window,POLICY_BLACKOUT,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout,plant_southern-power-gpc-sinclair_de80ca__bat_migration_blackout__window
MS_proj_009_engineering,MS_proj_009_procurement,FS,30,30,37,TRUE,policy_gate notice>=30d,POLICY_GATE,PLANT_DAHLBERG_CT_135__pipeline_coordination_notice,
MS_proj_009_construction,MS_proj_009_construction,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10015-0_0e2230__bat_migration_blackout__window,POLICY_BLACKOUT,plant_eia-10015-0_0e2230__bat_migration_blackout,plant_eia-10015-0_0e2230__bat_migration_blackout__window
MS_proj_009_construction,MS_proj_009_construction,FF,0,0,0,FALSE,policy_blackout window=plant_eia-10020-0_6bff7e__workover_window_restriction__window,POLICY_BLACKOUT,plant_eia-10020-0_6bff7e__workover_window_restriction,plant_eia-10020-0_6bff7e__workover_window_restriction__window
MS_proj_009_engineering,MS_proj_009_commissioning,FS,5,5,10,FALSE,policy_buffer +5d,POLICY_BUFFER,plant_eia-10020-0_6bff7e__h2s_emissions_controls,
MS_proj_009_engineering,MS_proj_009_commissioning,FS,15,15,20,FALSE,policy_buffer +15d,POLICY_BUFFER,PLANT_GASTON_U2__refuel_outage_buffer,
MS_proj_009_engineering,MS_proj_009_procurement,FS,14,14,21,TRUE,policy_gate notice>=14d,POLICY_GATE,PLANT_GASTON_U2__security_restrictions_heavy_lifts,
MS_proj_009_construction,MS_proj_009_construction,FF,0,0,0,FALSE,policy_blackout window=PLANT_GASTON_U3__bat_migration_blackout__window,POLICY_BLACKOUT,PLANT_GASTON_U3__bat_migration_blackout,PLANT_GASTON_U3__bat_migration_blackout__window
MS_proj_009_construction,MS_proj_009_construction,FF,0,0,0,FALSE,policy_blackout window=ERCOT__extreme_heat_emergency__window,POLICY_BLACKOUT,ERCOT__extreme_heat_emergency,ERCOT__extreme_heat_emergency__window
MS_proj_009_construction,MS_proj_009_construction,FF,0,0,0,FALSE,policy_blackout window=MISO__extreme_heat_emergency__window,POLICY_BLACKOUT,MISO__extreme_heat_emergency,MISO__extreme_heat_emergency__window
MS_proj_009_construction,MS_proj_009_construction,FF,0,0,0,FALSE,policy_blackout window=NEISO__extreme_heat_emergency__window,POLICY_BLACKOUT,NEISO__extreme_heat_emergency,NEISO__extreme_heat_emergency__window
MS_proj_009_construction,MS_proj_009_construction,FF,0,0,0,FALSE,policy_blackout window=PJM__extreme_heat_emergency__window,POLICY_BLACKOUT,PJM__extreme_heat_emergency,PJM__extreme_heat_emergency__window
MS_proj_009_construction,MS_proj_009_construction,FF,0,0,0,FALSE,policy_blackout window=SPP__extreme_heat_emergency__window,POLICY_BLACKOUT,SPP__extreme_heat_emergency,SPP__extreme_heat_emergency__window
MS_proj_019_construction,MS_proj_019_commissioning,FS,2,2,7,FALSE,policy_buffer +2d,POLICY_BUFFER,plant_gpc-bartletts-ferry-5-6_58bb51__general_env_review,
